54229.3746069674 19.063055 0.0966414926350064
54229.3822002779 18.983886 0.0943512414252217
54229.3898152313 19.040397 0.0959389353086694
54229.3974296064 19.094722 0.0973046026308464
54580.3071888425 19.032114 0.0972196710202476
54580.3127877661 19.175238 0.101845391806733
54580.3183666552 19.22708 0.103515566919048
54580.3239291087 19.116774 0.0997959956184867
54948.4008524767 19.10867 0.105786797254897
54948.4070492131 19.015749 0.102663475662973
54948.4132592594 19.018325 0.102682813262385
54948.4194412963 18.956228 0.100665679338962
55103.0957449072 18.979021 0.111272526517839
55103.1012599075 18.988363 0.112070588133511
55103.106782778 18.871366 0.107739449158039
55103.1123077314 19.019231 0.113658356568335
55455.1130268868 19.166166 0.111236122742068
55455.1188204862 19.0198 0.106110621477387
55455.1245938196 19.086388 0.108658077492827
55455.130367396 19.103003 0.10955890390957
55635.4585050118 18.877269 0.123561492834327
55635.4621297803 18.847653 0.151174162097676
55635.4658527083 18.884216 0.14082199741292
55635.469556308 19.100328 0.145473273013672
56433.3229458216 19.011453 0.108245852791227
56433.3293216433 19.055995 0.109878628543342
56433.3357111225 19.091153 0.110939908960584
56433.3421085649 19.085531 0.111049725478738
56461.2562139006 19.278531 0.120216274147941
56461.2645246876 18.946588 0.106384873744821
56461.2728699884 18.906798 0.105322926768167
56461.2811956136 19.203928 0.11737256994945
